School Year,Gender Description,School Code,School,School Type Description,Community Code,Community Description,Grade Description,Pediatric Category Description,Student Case Count,Student Enrollment Count,Prevalence,Lower CI,Upper CI,Statistical Significance,Stability,State Student Case Count,State Student Enrollment Count,State Prevalence,State Lower CI,State Upper CI,matched_name
2017-2018,Total,1680020,Glover,Public,168,Marblehead,Total,Asthma,14,330.0,4.2,2,6.4,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Glover School
2017-2018,Total,1890010,Glover,Public,189,Milton,Total,Asthma,60,586.0,10.2,7.6,12.8,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Glover School
2017-2018,Total,440015,Goddard,Public,44,Brockton,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Woodland Academy
2017-2018,Total,3480100,Goddard School/Science Technical,Public,348,Worcester,Total,Asthma,102,438.0,23.3,18.8,27.8,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Goddard School/Science Technical
2017-2018,Total,1280026,Golden Hill,Public,128,Haverhill,Total,Asthma,90,497.0,18.1,14.4,21.8,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Golden Hill School
2017-2018,Total,820840,Good Shepherd Christian Academy,Private,82,Duxbury,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Holden Christian Academy
2017-2018,Total,970025,Goodrich Kindergarten,Public,97,Fitchburg,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Goodrich Academy
2017-2018,Total,3470015,Goodyear,Public,347,Woburn,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Goodyear Elementary School
2017-2018,Total,3470005,Goodyear Elementary School,Public,347,Woburn,Total,Asthma,28,307.0,9.1,5.7,12.5,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Goodyear Elementary School
2017-2018,Total,830010,Gordon W Mitchell,Public,83,East Bridgewater,Total,Asthma,47,663.0,7.1,5.1,9.1,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Gordon W. Mitchell School
2017-2018,Total,1710020,Gov Edward Winslow,Public,171,Marshfield,Total,Asthma,35,413.0,8.5,5.7,11.3,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Gov. Edward Winslow School
2017-2018,Total,520010,Gov John Carver Elem,Public,52,Carver,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,John Avery Parker School
2017-2018,Total,160812,Grace Baptist Christian Academy,Private,16,Attleboro,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Grace Baptist Christian Academy
2017-2018,Total,2190005,Grace Farrar Cole,Public,219,Norwell,Total,Asthma,22,455.0,4.8,2.8,6.8,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Grace Farrar Cole School
2017-2018,Total,1100305,Grafton Middle,Public,110,Grafton,Total,Asthma,42,524.0,8,5.6,10.4,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Grafton Middle School
2017-2018,Total,3480115,Grafton Street,Public,348,Worcester,Total,Asthma,90,387.0,23.3,18.5,28.1,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Grafton Street School
2017-2018,Total,490080,Graham and Parks,Public,49,Cambridge,Total,Asthma,30,329.0,9.1,5.8,12.4,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Graham and Parks School
2017-2018,Total,1110505,Granby Jr Sr High School,Public,111,Granby,Total,Asthma,28,127.0,22,13.9,30.1,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Granby Jr.-Sr. High School
2017-2018,Total,1910310,Granite Valley Middle,Public,191,Monson,Total,Asthma,41,278.0,14.7,10.2,19.2,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Granite Valley School
2017-2018,Total,1120005,Granville Village,Public,112,Granville,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Sunshine Village
2017-2018,Total,7660205,Granville Village School,Public,112,Granville,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Wire Village School
2017-2018,Total,7660215,Granville Village School,Public,112,Granville,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Wire Village School
2017-2018,Total,6740310,Great Falls Middle,Public,192,Montague,Total,Asthma,36,245.0,14.7,9.9,19.5,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Great Falls Middle School
2017-2018,Total,710015,Great Oak,Public,71,Danvers,Total,Asthma,34,379.0,9,6,12,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Great Oak School
2017-2018,Total,1740010,Green Meadow,Public,174,Maynard,Total,Asthma,40,435.0,9.2,6.3,12.1,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Green Meadow School
2017-2018,Total,6800005,Green Meadows Elementary,Public,120,Hampden,Total,Asthma,18,236.0,7.6,4.1,11.1,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Green Meadows Elementary School
2017-2018,Total,1140030,Green River,Public,114,Greenfield,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Charles River School
2017-2018,Total,1140805,Greenfield Center,Private,114,Greenfield,Total,Asthma,6,119.0,5,1,9,Statistically significantly lower,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Greenfield Center School
2017-2018,Total,1140505,Greenfield High,Public,114,Greenfield,Total,Asthma,16,130.0,12.3,6.3,18.3,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Greenfield High School
2017-2018,Total,1140305,Greenfield Middle,Public,114,Greenfield,Total,Asthma,52,379.0,13.7,10,17.4,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Greenfield Middle School
2017-2018,Total,1600015,Greenhalge,Public,160,Lowell,Total,Asthma,39,441.0,8.8,6,11.6,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Greenhalge School
2017-2018,Total,1280027,Greenleaf Kindergarten Center,Public,128,Haverhill,Total,Asthma,11,108.0,10.2,4.2,16.2,Not statistically significantly different,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Monatiquot Kindergarten Center
2017-2018,Total,730025,Greenlodge,Public,73,Dedham,Total,Asthma,21,266.0,7.9,4.5,11.3,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Greenlodge School
2017-2018,Total,790030,Greenmont Avenue,Public,79,Dracut,Total,Asthma,77,294.0,26.2,20.3,32.1,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Greenmont Avenue School
2017-2018,Total,3050020,Greenwood,Public,305,Wakefield,Total,Asthma,16,221.0,7.2,3.7,10.7,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Greenwood School
2017-2018,Total,2090015,Greylock,Public,209,North Adams,Total,Asthma,46,255.0,18,12.8,23.2,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Greylock School
2017-2018,Total,1150802,Groton Community School,Private,115,Groton,Total,Asthma,NS,12.0,NS,NS,NS,NS,        ,79838,675052,11.82694074,11.74490111,11.90898036,Groton Community School
2017-2018,Total,6730305,Groton Dunstable Regional Middle,Public,115,Groton,Total,Asthma,111,765.0,14.5,11.8,17.2,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Groton Dunstable Regional Middle School
2017-2018,Total,1150815,Groton School,Private,115,Groton,Total,Asthma,0,26.0,0,0,24.6,Not statistically significantly different,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Groton School
2017-2018,Total,4620305,Grove Hall Preparatory Charter School,Charter,35,Boston,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Veritas Preparatory Charter School
2017-2018,Total,350415,Grover Cleveland,Public,35,Boston,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Glover School
2017-2018,Total,1490025,Guilmette Middle School,Public,149,Lawrence,Total,Asthma,100,486.0,20.6,16.6,24.6,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Guilmette Middle School
2017-2018,Total,2930057,H H Galligan,Public,293,Taunton,Total,Asthma,39,240.0,16.3,11.2,21.4,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Harold H. Galligan School
2017-2018,Total,2080015,H Olive Day,Public,208,Norfolk,Total,Asthma,21,400.0,5.3,3,7.6,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,H. Olive Day School
2017-2018,Total,1370070,H.B. Lawrence School,Public,137,Holyoke,Total,Asthma,25,278.0,9,5.5,12.5,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,H.B. Lawrence School
2017-2018,Total,2910010,Hadley,Public,291,Swampscott,Total,Asthma,11,286.0,3.8,1.6,6,Statistically significantly lower,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Hadley School
2017-2018,Total,1170015,Hadley Elementary,Public,117,Hadley,Total,Asthma,34,250.0,13.6,9,18.2,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Hadley Elementary School
2017-2018,Total,490020,Haggerty,Public,49,Cambridge,Total,Asthma,28,230.0,12.2,7.7,16.7,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Haggerty School
2017-2018,Total,310026,Hajjar Elementary,Public,31,Billerica,Total,Asthma,33,462.0,7.1,4.7,9.5,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Hajjar Elementary School
2017-2018,Total,7250310,Hale,Public,286,Stow,Total,Asthma,37,301.0,12.3,8.3,16.3,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Hale School
2017-2018,Total,1180005,Halifax Elementary,Public,118,Halifax,Total,Asthma,20,597.0,3.4,1.9,4.9,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Halifax Elementary School
2017-2018,Total,4990305,Hampden Charter School of Science East,Charter,61,Chicopee,Total,Asthma,31,280.0,11.1,7.2,15,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Hampden Charter School of Science East
2017-2018,Total,6830505,Hampshire Regional High,Public,331,Westhampton,Total,Asthma,41,281.0,14.6,10.1,19.1,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Hampshire Regional High School
2017-2018,Total,440045,Hancock,Public,44,Brockton,Total,Asthma,70,659.0,10.6,8.1,13.1,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Hancock School
2017-2018,Total,1210005,Hancock Elementary,Public,121,Hancock,Total,Asthma,NS,31.0,NS,NS,NS,NS,        ,79838,675052,11.82694074,11.74490111,11.90898036,Hancock Elementary School
2017-2018,Total,1670810,Hands on Montessori School,Private,167,Mansfield,Total,Asthma,NS,,NS,NS,NS,NS,        ,79838,675052,11.82694074,11.74490111,11.90898036,Hands on Montessori School
2017-2018,Total,300033,Hannah Elementary,Public,30,Beverly,Total,Asthma,21,391.0,5.4,3.1,7.7,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Hannah Elementary School
2017-2018,Total,1220305,Hanover Middle,Public,122,Hanover,Total,Asthma,92,831.0,11.1,8.8,13.4,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Hanover Middle School
2017-2018,Total,1570305,Hanscom Middle,Public,157,Lincoln,Total,Asthma,18,271.0,6.6,3.6,9.6,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Hanscom Middle School
2017-2018,Total,1570006,Hanscom Primary,Public,157,Lincoln,Total,Asthma,16,284.0,5.6,2.9,8.3,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Douglas Primary School
2017-2018,Total,7800315,Hanson Middle School,Public,123,Hanson,Total,Asthma,48,393.0,12.2,8.7,15.7,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Hanson Middle School
2017-2018,Total,3480825,Happy Day Child Care Ctr,Private,348,Worcester,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Happy Day Child Care Center
2017-2018,Total,3150015,Happy Hollow School,Public,315,Wayland,Total,Asthma,34,386.0,8.8,5.8,11.8,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Happy Hollow School
2017-2018,Total,300830,Harborlight-Stoneridge Montessori School,Private,30,Beverly,Total,Asthma,NS,99.0,NS,NS,NS,NS,        ,79838,675052,11.82694074,11.74490111,11.90898036,Harborlight-Stoneridge Montessori School
2017-2018,Total,7530005,Hardwick Elementary,Public,124,Hardwick,Total,Asthma,6,194.0,3.1,.6,5.6,Statistically significantly lower,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Hardwick Elementary School
2017-2018,Total,100030,Hardy,Public,10,Arlington,Total,Asthma,29,458.0,6.3,4,8.6,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Hardy School
2017-2018,Total,3480130,Harlow Street,Public,348,Worcester,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Charlton Street School
2017-2018,Total,1670035,Harold L Qualters Middle,Public,167,Mansfield,Total,Asthma,141,941.0,15,12.5,17.5,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Harold L Qualters Middle School
2017-2018,Total,950070,Harriet T Healy,Public,95,Fall River,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Harrington School
2017-2018,Total,1550030,Harrington,Public,155,Lexington,Total,Asthma,28,478.0,5.9,3.7,8.1,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Harrington School
2017-2018,Total,380005,Harry Lee Cole,Public,38,Boxford,Total,Asthma,24,285.0,8.4,5,11.8,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Harry Lee Cole School
2017-2018,Total,1170860,Hartsbrook School,Private,117,Hadley,Total,Asthma,8,215.0,3.7,1.1,6.3,Statistically significantly lower,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Heath-Brook School
2017-2018,Total,350200,Harvard-Kent,Public,35,Boston,Total,Asthma,50,423.0,11.8,8.5,15.1,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Harvard-Kent Elementary School
2017-2018,Total,1260005,Harwich Elementary,Public,126,Harwich,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Harwich Elementary School
2017-2018,Total,7120002,Harwich Elementary School,Public,126,Harwich,Total,Asthma,38,504.0,7.5,5.1,9.9,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Harwich Elementary School
2017-2018,Total,1260305,Harwich Middle,Public,126,Harwich,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Ipswich Middle School
2017-2018,Total,7120310,Harwich Middle School,Public,126,Harwich,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Ipswich Middle School
2017-2018,Total,940305,Hastings Middle,Public,94,Fairhaven,Total,Asthma,51,468.0,10.9,7.9,13.9,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Hastings Middle School
2017-2018,Total,1270005,Hatfield Elementary,Public,127,Hatfield,Total,Asthma,24,216.0,11.1,6.7,15.5,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Hatfield Elementary School
2017-2018,Total,2640010,Hatherly Elementary,Public,264,Scituate,Total,Asthma,17,270.0,6.3,3.3,9.3,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Hatherly Elementary School
2017-2018,Total,1280033,Haverhill Alternative School,Public,128,Haverhill,Total,Asthma,9,15.0,60,20.8,99.2,Statistically significantly higher,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Haverhill High School
2017-2018,Total,6850005,Hawlemont Regional,Public,53,Charlemont,Total,Asthma,18,137.0,13.1,7,19.2,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Hawlemont Regional School
2017-2018,Total,7350030,Hawthorne Brook,Public,299,Townsend,Total,Asthma,93,502.0,18.5,14.7,22.3,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Hawthorne Brook School
2017-2018,Total,2010078,Hayden/McFadden,Public,201,New Bedford,Total,Asthma,125,604.0,20.7,17.1,24.3,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Hayden/McFadden School
2017-2018,Total,350010,Haynes Early Education Center,Public,35,Boston,Total,Asthma,23,153.0,15,8.9,21.1,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Haynes Early Education Center
