SCHOOLS_PT_SCHID,SCHOOLS_PT_NAME,SCHOOLS_PT_ADDRESS,SCHOOLS_PT_TOWN_MAIL,SCHOOLS_PT_TOWN,SCHOOLS_PT_ZIPCODE,SCHOOLS_PT_PHONE,SCHOOLS_PT_GRADES,SCHOOLS_PT_TYPE,SCHOOLS_PT_TYPE_DESC,SCHOOLS_PT_DIST_NAME,SCHOOLS_PT_DIST_CODE,SCHOOLS_PT_MA_ADDR_ID,SCHOOLS_PT_TYPE_DESC2,updated_csv_csv_School_Year,updated_csv_csv_Gender_Description,updated_csv_csv_School_Code,updated_csv_csv_School,updated_csv_csv_School_Type_Description,updated_csv_csv_Community_Code,updated_csv_csv_Community_Description,updated_csv_csv_Grade_Description,updated_csv_csv_Pediatric_Category_Description,updated_csv_csv_Student_Case_Count,updated_csv_csv_Student_Enrollment_Count,updated_csv_csv_Prevalence,updated_csv_csv_Lower_CI,updated_csv_csv_Upper_CI,updated_csv_csv_Statistical_Significance,updated_csv_csv_Stability,updated_csv_csv_State_Student_Case_Count,updated_csv_csv_State_Student_Enrollment_Count,updated_csv_csv_State_Prevalence,updated_csv_csv_State_Lower_CI,updated_csv_csv_State_Upper_CI,updated_csv_csv_matched_name,NO2_KRIG,O2_KRIG,pm25v2_KRIG,pm25v1_KRIG,NEAR_FID,NEAREST_OPENSPACE,NEAR_FID_ROAD,NEAREST_ROAD
01810060,Donald P Timony Grammar School,45 Pleasant View Street,Methuen,METHUEN,01844,978-722-9001,"PK,K,01,02,03,04,05,06,07,08",ELE,Public Elementary,Methuen,01810000,2058982, ,2017-2018,Total,1810060,Donald P Timony Grammar,Public,181,Methuen,Total,Asthma,40,1306.000000000000000,3.1,2.1,4.1,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Donald P Timony Grammar School,31.7137222,0.0665449,13.9467278,22.7637348,11205,0.000000000000000,183893,63.301314472245231
00460814,The Park School,171 Goddard Avenue,Brookline,BROOKLINE,02445,617-277-2456,"PK,K,01,02,03,04,05,06,07,08,09",PRI,Private, , ,3314600, ,2017-2018,Total,2230010,Dexter Park,Public,223,Orange,Total,Asthma,35,313.000000000000000,11.2,7.5,14.9,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,The Park School,57.7094307,0.0719778,18.5923672,23.5051441,22518,41.964060161071728,498299,23.074659769909807
02120013,Joseph W Martin Jr Elementary School,37 Landry Avenue,North Attleborough,NORTH ATTLEBOROUGH,02760,508-643-2140,"K,01,02,03,04,05",ELE,Public Elementary,North Attleborough,02120000,81504, ,2017-2018,Total,2120013,Joseph W Martin Jr Elementary,Public,211,North Attleborough,Total,Asthma,77,636.000000000000000,12.1,9.4,14.8,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Joseph W Martin Jr Elementary School,72.6312180,0.0754380,14.6219063,24.1007614,26562,0.000000000000000,279683,73.104103095630137
03480220,Roosevelt School,1006 Grafton Street,Worcester,WORCESTER,01604,508-799-3482,"PK,K,01,02,03,04,05,06",ELE,Public Elementary,Worcester,03480000,1371606, ,2017-2018,Total,1780035,Roosevelt,Public,178,Melrose,Total,Asthma,36,436.000000000000000,8.3,5.6,11,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Roosevelt School,48.6044807,0.0721839,15.2855110,21.7897205,1188,51.718597432073274,408745,54.009185526095905
02150505,North Brookfield High School,10 New School Drive,North Brookfield,NORTH BROOKFIELD,01535,508-867-7131,"07,08,09,10,11,12",SEC,Public Secondary,North Brookfield,02150000,1074251, ,2017-2018,Total,2150505,North Brookfield High,Public,45,Brookfield,Total,Asthma,16,97.000000000000000,16.5,8.4,24.6,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,North Brookfield High School,37.9569206,0.0737655,15.5585098,20.3231411,1074,39.291047268726636,68483,30.602608354941040
02150015,North Brookfield Elementary School,10 New School Drive,North Brookfield,NORTH BROOKFIELD,01535,508-867-8326,"PK,K,01,02,03,04,05,06",ELE,Public Elementary,North Brookfield,02150000,1074251, ,2017-2018,Total,2150015,North Brookfield Elementary,Public,45,Brookfield,Total,Asthma,26,303.000000000000000,8.6,5.3,11.9,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,North Brookfield Elementary School,37.9569206,0.0737655,15.5585098,20.3231411,1074,39.291047268726636,68483,30.602608354941040
02740115,West Somerville Neighborhood School,177 Powderhouse Blvd,Somerville,SOMERVILLE,02144,617-625-6600,"PK,K,01,02,03,04,05,06,07,08",ELE,Public Elementary,Somerville,02740000,3219130, ,2017-2018,Total,2740115,West Somerville Neighborhood,Public,274,Somerville,Total,Asthma,58,353.000000000000000,16.4,12.2,20.6,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,West Somerville Neighborhood School,49.9546242,0.0708032,17.1407242,23.4966888,30046,31.505667888785815,119019,28.677898395869214
02290007,John E Burke School,127 Birch Street,Peabody,PEABODY,01960,978-536-5400,"K,01,02,03,04,05",ELE,Public Elementary,Peabody,02290000,3722390, ,2017-2018,Total,2290007,John E Burke,Public,229,Peabody,Total,Asthma,10,261.000000000000000,3.8,1.4,6.2,Statistically significantly lower,Unstable,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,John E Burke School,39.0737610,0.0696076,14.6931400,23.4526234,11062,26.918738693368809,204933,106.418526122197463
02580305,Collins Middle School,29 Highland Avenue,Salem,SALEM,01970,978-740-1191,"06,07,08",MID,Public Middle,Salem,02580000,3883547, ,2017-2018,Total,2580305,Collins Middle,Public,258,Salem,Total,Asthma,97,536.000000000000000,18.1,14.5,21.7,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Collins Middle School,40.3456078,0.0710252,13.9289665,23.5479355,12708,84.726309781346941,472885,77.954043438966679
02380005,Beatrice H Wood Elementary School,72 Messenger Street,Plainville,PLAINVILLE,02762,508-699-1312,"03,04,05,06",ELE,Public Elementary,Plainville,02380000,2080564, ,2017-2018,Total,2380005,Beatrice H Wood Elementary,Public,238,Plainville,Total,Asthma,55,303.000000000000000,18.2,13.4,23,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Beatrice H Wood Elementary School,71.7919312,0.0750885,14.7890329,23.9607239,36686,48.092842783697755,240531,112.013898428424511
07350005,Spaulding Memorial School,1 Whitcomb Street,Townsend,TOWNSEND,01469,978-597-0380,"K,01,02,03,04",ELE,Public Elementary,North Middlesex,07350000,1519272, ,2017-2018,Total,7350005,Spaulding Memorial,Public,299,Townsend,Total,Asthma,50,422.000000000000000,11.8,8.5,15.1,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Spaulding Memorial School,30.9063416,0.0687662,14.5650606,21.0756607,27352,18.837467265417096,108730,55.347892466407203
00730010,Avery School,336 High Street,Dedham,DEDHAM,02026,781-310-5000,"01,02,03,04,05",ELE,Public Elementary,Dedham,00730000,2473166, ,2017-2018,Total,730010,Avery,Public,73,Dedham,Total,Asthma,55,321.000000000000000,17.1,12.6,21.6,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Avery School,64.3117142,0.0727434,17.5410442,23.3044720,47368,0.000000000000000,236831,47.097550561322493
01700025,Richer School,80 Foley Road,Marlborough,MARLBOROUGH,01752,508-460-3504,"K,01,02,03,04,05",ELE,Public Elementary,Marlborough,01700000,1614579, ,2017-2018,Total,1760140,Christopher Columbus,Public,176,Medford,Total,Asthma,47,368.000000000000000,12.8,9.1,16.5,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Richer School,48.4701614,0.0710778,16.1147919,22.1754055,27111,43.971547646082570,125646,83.745400482312860
03080404,John F Kennedy Middle School,655 Lexington Street,Waltham,WALTHAM,02452,781-314-5563,"06,07,08",MID,Public Middle,Waltham,03080000,2833979, ,2017-2018,Total,2810328,John F Kennedy Middle,Public,281,Springfield,Total,Asthma,100,450.000000000000000,22.2,17.8,26.6,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,John F Kennedy Middle School,50.8291092,0.0703186,17.5714245,23.4636726,28388,24.228218601023706,440224,125.756740461706514
03050020,Greenwood School,1030 Main Street,Wakefield,WAKEFIELD,01880,781-246-6460,"K,01,02,03,04",ELE,Public Elementary,Wakefield,03050000,2869216, ,2017-2018,Total,3050020,Greenwood,Public,305,Wakefield,Total,Asthma,16,221.000000000000000,7.2,3.7,10.7,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Greenwood School,44.0049057,0.0702909,15.5925388,23.4619045,38625,0.000000000000000,156063,50.995187787718109
00440420,West Middle School,271 West Street,Brockton,BROCKTON,02301,508-580-7381,"06,07,08",MID,Public Middle,Brockton,00440000,3260945, ,2017-2018,Total,440420,West Middle School,Public,44,Brockton,Total,Asthma,139,637.000000000000000,21.8,18.2,25.4,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,West Middle School,72.2404251,0.0760699,14.0845194,23.9216194,493,18.854930808201502,533732,65.207811116634758
00990405,John J Ahern School,111 Mechanic Street,Foxborough,FOXBOROUGH,02035,508-543-1610,"05,06,07,08",MID,Public Middle,Foxborough,00990000,2494403, ,2017-2018,Total,990405,John J Ahern,Public,99,Foxborough,Total,Asthma,162,843.000000000000000,19.2,16.2,22.2,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,John J Ahern School,71.0077515,0.0746359,15.1812382,23.7002316,32939,50.039033524778667,489293,74.047346370296907
06620020,Farmington River Elementary School,555 N Main Street,Otis,OTIS,01253,413-269-4466,"PK,K,01,02,03,04,05,06",ELE,Public Elementary,Farmington River,06620000,705515, ,2017-2018,Total,6620020,Farmington River Elementary,Public,225,Otis,Total,Asthma,16,92.000000000000000,17.4,8.9,25.9,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Farmington River Elementary School,47.0448341,0.0664228,33.2717781,22.8537254,29795,27.391620113956328,360846,49.451463967100587
02460310,Walter S Parker Middle School,45 Temple Street,Reading,READING,01867,781-944-1236,"06,07,08",MID,Public Middle,Reading,02460000,2604090, ,2017-2018,Total,2460310,Walter S Parker Middle,Public,246,Reading,Total,Asthma,37,563.000000000000000,6.6,4.5,8.7,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Walter S Parker Middle School,41.6059875,0.0692539,15.5849571,23.3829956,46144,48.467604701976583,417551,57.395383415468515
02580050,Saltonstall School,211 Lafayette Street,Salem,SALEM,01970,978-740-1297,"K,01,02,03,04,05,06,07,08",ELE,Public Elementary,Salem,02580000,3886121, ,2017-2018,Total,2580050,Saltonstall School,Public,258,Salem,Total,Asthma,42,372.000000000000000,11.3,7.9,14.7,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Saltonstall School,40.2591820,0.0710568,13.8390322,23.5493183,8384,77.419529843711302,171819,58.830922525301261
00950830,Espirito Santo School,143 Everett Street,Fall River,FALL RIVER,02723,508-672-2229,"PK,K,01,02,03,04,05,06,07,08",PRI,Private, , ,3961909, ,2017-2018,Total,950830,Espirito Santo,Private,95,Fall River,Total,Asthma,19,151.000000000000000,12.6,6.9,18.3,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Espirito Santo School,81.5851593,0.0771188,13.1532917,24.3171501,11309,24.896723684017648,259047,41.938193396822804
01390305,Hopkinton Middle School,88 Hayden Rowe Street,Hopkinton,HOPKINTON,01748,508-497-9831,"06,07,08",MID,Public Middle,Hopkinton,01390000,2084361, ,2017-2018,Total,1390305,Hopkinton Middle School,Public,139,Hopkinton,Total,Asthma,129,805.000000000000000,16,13.2,18.8,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Hopkinton Middle School,56.3711433,0.0723140,16.1653538,22.3571987,1218,204.583475119293780,443349,67.917021727133616
00490040,Kennedy-Longfellow School,158 Spring Street,Cambridge,CAMBRIDGE,02141,617-349-6841,"PK,K,01,02,03,04,05",ELE,Public Elementary,Cambridge,00490000,3628095, ,2017-2018,Total,490040,Kennedy-Longfellow,Public,49,Cambridge,Total,Asthma,36,252.000000000000000,14.3,9.6,19,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Kennedy-Longfellow School,52.8157463,0.0714610,17.1683235,23.5514469,37845,33.025391940234769,99773,35.373944156877570
01780003,Early Childhood Center,16 Franklin Street,Melrose,MELROSE,02176,781-979-2260,"PK,K",ELE,Public Elementary,Melrose,01780000,3059190, ,2017-2018,Total,730005,Early Childhood Center,Public,73,Dedham,Total,Asthma,17,173.000000000000000,9.8,5.1,14.5,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Early Childhood Center,44.8569260,0.0704483,15.6918259,23.4710579,1680,16.703093428045854,159931,54.715040601283967
03070005,Elm Street School,415 Elm Street,Walpole,WALPOLE,02081,508-660-7374,"K,01,02,03,04,05",ELE,Public Elementary,Walpole,03070000,2707311, ,2017-2018,Total,1030001,Elm Street School,Public,103,Gardner,Total,Asthma,94,552.000000000000000,17,13.6,20.4,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Elm Street School,67.2970123,0.0735503,16.2947845,23.5265961,32159,60.492277865585102,503945,53.693714847069828
02430315,Central Middle School,875 Hancock Street,Quincy,QUINCY,02170,617-984-8725,"06,07,08",MID,Public Middle,Quincy,02430000,4213518, ,2017-2018,Total,2430315,Central Middle,Public,243,Quincy,Total,Asthma,64,634.000000000000000,10.1,7.6,12.6,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Central Middle School,61.5719566,0.0732123,16.1526814,23.4251404,45011,48.010576912192484,235303,40.196335245112188
02130003,Lincoln Street School,76 Lincoln Street,Northborough,NORTHBOROUGH,01532,508-351-7030,"K,01,02,03,04,05",ELE,Public Elementary,Northborough,02130000,1719448, ,2017-2018,Total,2130003,Lincoln Street,Public,215,Northborough,Total,Asthma,10,255.000000000000000,3.9,1.5,6.3,Statistically significantly lower,Unstable,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Lincoln Street School,47.8902550,0.0715081,15.7821646,22.2416668,40967,0.000000000000000,390100,43.759915197909933
00790030,Greenmont Avenue School,37 Greenmont Avenue,Dracut,DRACUT,01826,978-453-1797,"K,01,02,03,04,05",ELE,Public Elementary,Dracut,00790000,2312412, ,2017-2018,Total,790030,Greenmont Avenue,Public,79,Dracut,Total,Asthma,77,294.000000000000000,26.2,20.3,32.1,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Greenmont Avenue School,34.1431885,0.0663001,14.8149529,22.7921371,50157,86.116018569783392,102472,43.149789662709956
00260015,Daniel Butler School,90 White Street,Belmont,BELMONT,02478,617-993-5550,"K,01,02,03,04",ELE,Public Elementary,Belmont,00260000,1166316, ,2017-2018,Total,260015,Daniel Butler,Public,26,Belmont,Total,Asthma,35,388.000000000000000,9,6,12,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Daniel Butler School,51.4423828,0.0706363,17.7150249,23.4893551,42072,0.000000000000000,107737,32.190254829881702
01000305,Fuller Middle School,31 Flagg Drive,Framingham,FRAMINGHAM,01701,508-620-4956,"06,07,08",MID,Public Middle,Framingham,01000000,4128971, ,2017-2018,Total,1000305,Fuller Middle,Public,100,Framingham,Total,Asthma,59,501.000000000000000,11.8,8.8,14.8,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Fuller Middle School,54.9153214,0.0713511,16.8909054,22.8238201,23144,86.528908787441509,454585,52.862755636640472
02430075,Francis W Parker School,148 Billings Road,Quincy,QUINCY,02171,617-984-8710,"K,01,02,03,04,05",ELE,Public Elementary,Quincy,02430000,4012492, ,2017-2018,Total,2430075,Francis W Parker,Public,243,Quincy,Total,Asthma,15,313.000000000000000,4.8,2.4,7.2,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Francis W Parker School,60.5108261,0.0729977,16.3539543,23.4580917,11782,88.487621241145433,229291,41.780088351242966
01670007,Everett W Robinson School,245 East Street,Mansfield,MANSFIELD,02048,508-261-7513,"K,01,02",ELE,Public Elementary,Mansfield,01670000,2555024, ,2017-2018,Total,1670007,Everett W Robinson,Public,167,Mansfield,Total,Asthma,96,714.000000000000000,13.4,10.7,16.1,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Everett W Robinson School,72.9347229,0.0754476,14.6091776,23.9389038,23282,0.000000000000000,249525,80.728509647203538
01550310,William Diamond Middle School,99 Hancock Street,Lexington,LEXINGTON,02420,781-861-2460,"06,07,08",MID,Public Middle,Lexington,01550000,2534044, ,2017-2018,Total,1550310,Wm Diamond Middle,Public,155,Lexington,Total,Asthma,73,887.000000000000000,8.2,6.3,10.1,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,William Diamond Middle School,45.8542252,0.0693666,16.7737217,23.3930244,25231,90.652491629290566,449382,67.391927633818000
01720005,Kenneth Coombs School,152 Old Barnstable Road,Mashpee,MASHPEE,02649,508-539-1520,"PK,K,01,02",ELE,Public Elementary,Mashpee,01720000,1953725, ,2017-2018,Total,1720005,Kenneth Coombs School,Public,172,Mashpee,Total,Asthma,44,342.000000000000000,12.9,9.1,16.7,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Kenneth Coombs School,,0.0805723,13.3000002,23.1934013,12572,61.443966153964872,333538,119.944971236490460
06580005,Dudley Elementary School,16 School Street,Dudley,DUDLEY,01571,508-943-3351,"02,03,04",ELE,Public Elementary,Dudley-Charlton,06580000,1115368, ,2017-2018,Total,6580005,Dudley Elementary,Public,80,Dudley,Total,Asthma,41,391.000000000000000,10.5,7.3,13.7,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Dudley Elementary School,51.5981789,0.0742538,14.8141308,20.1029587,1104,21.850670666257535,74625,94.092003053098992
01980043,Memorial School,107 Eliot Street,Natick,NATICK,01760,508-647-6590,"K,01,02,03,04",ELE,Public Elementary,Natick,01980000,1668253, ,2017-2018,Total,480015,Memorial,Public,48,Burlington,Total,Asthma,43,407.000000000000000,10.6,7.4,13.8,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Memorial School,58.8631744,0.0717563,17.2944431,23.2508068,44342,27.666941145292693,423702,69.576868853418986
01980005,Bennett-Hemenway School,22 East Evergreen Road,Natick,NATICK,01760,508-647-6580,"K,01,02,03,04",ELE,Public Elementary,Natick,01980000,1672583, ,2017-2018,Total,1980005,Bennett-Hemenway,Public,198,Natick,Total,Asthma,53,594.000000000000000,8.9,6.5,11.3,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Bennett-Hemenway School,55.5444984,0.0711620,17.2376461,23.2354031,44242,44.289858437744101,121720,85.925402297513514
